2a00:1450:4008:802::2003,80,www.google.ca,62
2a00:1450:4009:801::200e,80,www.youtube.com,2
2a00:1450:4009:813::2003,80,www.google.co.uk,30
2a00:1450:4009:813::2009,80,www.blogger.com,47
216.58.198.233,80,www.blogger.com,47
216.58.198.227,80,www.google.co.uk,30
172.217.23.4,80,www.google.com,1
2a00:1450:4009:813::2001,80,www.googleusercontent.com,88
216.58.198.225,80,www.googleusercontent.com,88
172.217.23.3,80,www.google.com.vn,182
2a00:1450:400c:c06::a0,80,www.google.cn,361
74.125.206.94,80,www.google.cl,369
66.102.1.160,80,www.google.cn,361
2a00:1450:4009:809::200a,80,www.googleapis.com,421
172.217.23.10,80,www.googleapis.com,421
78.140.190.67,80,game4playz.com,433
2a00:1450:400c:c04::5e,80,www.google.dk,452
216.58.198.238,80,www.goo.gl,558
2a00:1450:4009:813::200e,80,www.goo.gl,558
130.211.9.122,80,www.trkpointcloud.com,579
72.14.249.132,80,www.khanacademy.org,877
74.125.34.32,80,www.humblebundle.com,948
2a00:1450:4009:813::2004,80,www.googlevideo.com,971
216.58.198.228,80,www.googlevideo.com,971
78.140.190.102,80,r7mediar.com,1001
216.58.213.3,80,www.google.iq,1362
40.117.92.192,80,www.theodysseyonline.com,1541
46.45.154.70,80,www.donanimhaber.com,1537
216.58.198.241,80,www.withgoogle.com,1616
2a00:1450:4009:813::2011,80,www.withgoogle.com,1616
130.211.17.203,80,www.juksy.com,1688
216.58.198.162,80,www.googleadservices.com,1775
107.178.245.188,80,www.epochtimes.com,1825
107.178.244.89,80,abema.tv,1898
74.125.34.176,80,www.evite.com,2001
107.178.244.221,80,www.nu.nl,1963
2a00:1450:4009:813::2013,80,www.lindaikejisblog.com,2034
216.58.198.243,80,www.lindaikejisblog.com,2034
2a00:1450:4009:801::2003,80,www.google.com.lb,2185
78.140.190.71,80,unlimcontentbox.com,2157
78.140.190.110,80,protect-service-center.com,2396
130.211.10.215,80,www.globaltimes.cn,2777
107.178.251.177,80,www.padlet.com,2987
163.172.178.124,80,www.meduza.io,3309
2a00:1450:400c:c07::79,80,www.snapchat.com,3743
2a00:1450:400c:c06::65,80,www.googlegroups.com,3840
66.102.1.138,80,www.googlegroups.com,3840
74.125.34.46,80,www.virustotal.com,3873
2a00:1450:400c:c04::8a,80,www.admob.com,4596
74.125.206.102,80,www.admob.com,4596
107.178.254.135,80,www.media.wix.com,4648
2001:4860:4802:32::1b,80,www.advertisercommunity.com,4846
216.239.32.27,80,www.advertisercommunity.com,4846
216.58.198.229,80,www.gmail.com,5336
2a00:1450:4009:813::2005,80,www.gmail.com,5336
107.178.251.122,80,www.pravda.com.ua,5615
2a00:1450:400c:c06::81,80,www.googleplex.com,6479
66.102.1.129,80,www.googleplex.com,6479
130.211.15.224,80,www.freenom.com,6969
107.178.251.16,80,www.joinhoney.com,7448
2a00:1450:4009:813::2008,80,www.googletagmanager.com,7538
216.58.198.232,80,www.googletagmanager.com,7538
130.211.9.172,80,www.waze.com,8525
72.14.246.137,80,www.lezhin.com,8721
78.140.190.76,80,earnmoneylikeabo55.com,8778
130.211.13.113,80,www.propakistani.pk,8978
130.211.14.62,80,www.catfly.com,9215
130.211.11.122,80,www.voicetube.com,10156
107.178.245.189,80,www.corotos.com.do,10437
107.178.241.59,80,www.balatarin.com,11183
107.178.253.18,80,www.ehost.com,11261
2a00:1450:400c:c06::52,80,www.googlesource.com,11643
74.125.133.82,80,www.googlesource.com,11643
130.211.7.175,80,www.instapage.com,12901
107.178.252.115,80,www.mantan-web.jp,12984
216.239.36.21,80,www.goldchannelmovies.com,13654
66.102.1.82,80,www.googlecode.com,13899
130.211.23.128,80,www.dailyburn.com,15647
107.178.252.201,80,www.workana.com,15756
2a00:1450:4009:801::2011,80,www.bluestacks-cloud.appspot.com,16200
78.140.190.86,80,mediagura.com,16279
130.211.11.108,80,www.offersupply.com,17352
107.178.253.92,80,www.livehouse.in,17661
130.211.31.98,80,www.mockbank.com,17845
130.211.16.218,80,www.elimparcial.com,18063
72.14.249.61,80,www.uberconference.com,18181
172.217.23.51,80,www.imcreator.com,18240
107.178.248.114,80,www.mysupermarket.co.uk,19411
172.217.23.1,80,www.hornydragon.blogspot.com,19753
78.140.190.69,80,gamez4tops.com,20340
107.178.246.4,80,www.bq.com,20909
172.217.23.19,80,www.azofreeware.com,22213
2a00:1450:4009:801::2013,80,www.live-sports365.gr,22612
2001:4860:4802:34::15,80,www.deepmind.com,24068
